,pile_sparsity,bio_sparsity
0,0.010218978,0.016572984
1,0.022075407,0.028139995
2,0.06053244,0.07843083
3,0.016893104,0.016839342
4,0.05196512,0.08469418
5,0.032017335,0.046397306
6,0.04998668,0.064121895
7,0.0009874438,9.009185e-05
8,0.013330492,0.004214732
9,0.0040066065,0.0017078283
10,0.013696344,0.016173447
11,0.015667679,0.004927633
12,0.006315378,0.0019663526
13,0.0035235407,0.0005523022
14,0.021936882,0.023701992
15,0.021070205,0.01497875
16,0.015170405,0.009600658
17,0.030532615,0.018120214
18,0.022974053,0.04995006
19,0.044569947,0.07857968
20,0.022860391,0.022111675
21,0.017493384,0.010615171
22,0.009664873,0.006780391
23,0.004287211,0.0004112889
24,0.019887403,0.004007129
25,0.056841955,0.20892301
26,0.010350401,0.0067177187
27,0.015699647,0.016263539
28,0.06973911,0.077761024
29,0.017191468,0.0150022525
30,0.052004192,0.062363148
31,0.0037721775,0.002647917
32,0.08943826,0.059738733
33,0.029623315,0.050729547
34,0.0021347257,0.0019232653
35,0.028280675,0.030768327
36,0.025027083,0.013991657
37,0.050611824,0.031469475
38,0.015763583,0.0020290252
39,0.0044079777,0.004226483
40,0.047866162,0.023772499
41,0.012179658,0.008954347
42,0.02113414,0.0028241838
43,0.011788943,0.018519752
44,0.017145293,0.008723241
45,0.0036229955,0.0002937778
46,0.03940185,0.3431011
47,0.01211217,0.00043870817
48,0.017479178,0.00806518
49,0.020512547,0.015429209
50,0.02109862,0.027442763
51,0.005754169,0.0035958402
52,0.02821674,0.0062555084
53,0.011895501,0.005703206
54,0.012719556,0.0059734816
55,0.012886497,0.010192131
56,0.041657344,0.03343583
57,0.015617952,0.012769541
58,0.0035235407,0.0011868622
59,0.008918962,0.0030122015
60,0.034908626,0.035586283
61,0.0209743,0.024689086
62,0.0017546663,0.00062672596
63,0.012666276,0.0031140444
64,0.021048892,0.022425037
65,0.06268137,0.12756222
66,0.028419202,0.014665387
67,0.017333547,0.024183787
68,0.008805299,0.0015041423
69,0.0042694514,0.00047004447
70,0.009583178,0.0033294815
71,0.0094624115,0.0014884741
72,0.01928357,0.02185315
73,0.0394942,0.06328757
74,0.032670893,0.04734131
75,0.006979594,0.00852739
76,0.0055552595,0.005464267
77,0.008300922,0.011649269
78,0.031878807,0.031680997
79,0.0022483882,0.000630643
80,0.017180812,0.0033412327
81,0.02356723,0.039895024
82,0.10030014,0.10392683
83,0.022203278,0.030239526
84,0.05855755,0.083127365
85,0.002752766,0.002001606
86,0.025144298,0.0064631114
87,0.028568383,0.038727745
88,0.018409789,0.025401985
89,0.01699611,0.00926771
90,0.007803648,0.006318181
91,0.09129238,0.07223017
92,0.06171524,0.07237118
93,0.005438045,0.007935917
94,0.03455343,0.041383497
95,0.025556326,0.040756773
96,0.0071962634,0.00715251
97,0.037157014,0.03617384
98,0.012538405,0.010419318
99,0.056532934,0.0199103
100,0.011593585,0.012209405
101,0.018132737,0.016878514
102,0.007828511,0.004101138
103,0.06434014,0.01776768
104,0.015301827,0.0055582756
105,0.108956255,0.0928612
106,0.008744916,0.00641219
107,0.06803062,0.11701365
108,0.01587014,0.017810768
109,0.02271476,0.008648818
110,0.060152378,0.034787208
111,0.0124105355,0.007301357
112,0.017092014,0.01719971
113,0.016182713,0.014328522
114,0.016910864,0.040741105
115,0.01229332,0.011480836
116,0.018196672,0.018500166
117,0.031672794,0.034932137
118,0.024710959,0.019636108
119,0.023847833,0.011672771
120,0.059406467,0.0692728
121,0.018281918,0.018437494
122,0.013703447,0.022601305
123,0.000976788,0.00012926223
124,0.018022627,0.031747587
125,0.0074271406,0.0064983647
126,0.039941747,0.037909087
127,0.0070648408,0.021524118
128,0.03447884,0.042378426
129,0.010030724,0.013740966
130,0.01588435,0.022922501
131,0.00668123,0.0014062163
132,0.004244588,0.003059206
133,0.035967108,0.03806577
134,0.10294635,0.13120508
135,0.043497257,0.029158425
136,0.082554564,0.10915607
137,0.012790594,0.021751307
138,0.008659669,0.017947864
139,0.019272914,0.016999941
140,0.04081198,0.05647976
141,0.025243754,0.029064415
142,0.008400377,0.0048453747
143,0.0077823363,0.00472003
144,0.03510043,0.02195891
145,0.022970501,0.025695764
146,0.008602838,0.0046534403
147,0.0012005612,0.00023502223
148,0.0031754489,0.00030944592
149,0.024863694,0.020486105
150,0.01641359,0.013780137
151,0.026323548,0.024172036
152,0.010414336,0.0059538963
153,0.0039497754,0.0027732623
154,0.022547819,0.017936112
155,0.0048910435,0.0021112831
156,0.0016552116,0.0004543763
157,0.048434474,0.08158013
158,0.0046104393,0.0018566756
159,0.01492532,0.034673613
160,0.13502051,0.18270628
161,0.008826612,0.006341683
162,0.013930772,0.015907088
163,0.02013604,0.007493292
164,0.038549382,0.055422157
165,0.027651979,0.04969153
166,0.06369368,0.046174034
167,0.021293977,0.017246714
168,0.0016516596,0.00038778668
169,0.033452325,0.023956599
170,0.01085833,0.010979455
171,0.022235246,0.02226444
172,0.0039923987,0.0013552948
173,0.015788445,0.021763058
174,0.008801747,0.017752012
175,0.00668123,0.011762863
